"","V1","V2","V3"
"548","1","Anabaenopeptin 807","0.838226827864134"
"549","0","Aeruginosin NOL4","0.452363090772693"
"550","0","Aeruginosin NAL3","0.45673438675696"
"551","0","Aeruginosin NOL6","0.413731343283582"
"552","0","Aeruginosin NAL4","0.425647200481638"
"553","0","Aeruginosin NOL5","0.432637571157495"
"554","1","Pseudoaeruginosin NS1","0.470695970695971"
"555","0","Aeruginosin NOL3","0.469047619047619"
"556","0","Aeruginosin NAL2","0.47255369928401"
"557","0","Suomilide","0.366294067067928"
"558","0","Aeruginosin NAL1","0.487394957983193"
"559","1","Nodulapeptin B","0.910009624639076"
"560","1","Nodulapeptin A","0.834849863512284"
"561","0","Aeruginosin NOL1","0.479895104895105"
"562","0","Nodulapeptin 899","0.725898692810457"
"563","1","Nodulapeptin 901","0.735673034207019"
"564","1","Nodulapeptin 917","0.697390572390572"
"565","1","Spumigin G","0.659926470588235"
"566","1","Spumigin E","0.665492957746479"
"567","1","Spumigin A","0.686274509803922"
"568","0","Pseudoaeruginosin NS2","0.434745762711864"
"569","0","L-Phe-D-MeAsp(beta)-L-Arg-Adda-D-Glu(gamma)-Mdha-D-Ala-OH","0.519791967639411"
"570","0","L-Leu-D-MeAsp(beta)-L-Arg-Adda-D-Glu(gamma)-Mdha-D-Ala-OH","0.525726392251816"
"571","0","[DMAdda3]NOD-R","0.559155990957046"
"572","0","[6(Z)-Adda3]NOD-R","0.535871156661786"
"573","0","[Glu4(OMe)]NOD-R","0.513696193525436"
"574","0","[dhb5]NOD-R","0.566830745929572"
"575","0","[D-Asp1]NOD-R","0.532592592592593"
"576","0","Nodularin-R","0.535871156661786"
"577","0","Linear Nodularin-R","0.422744555824404"
"578","0","Cyanopeptolin 1054 MB2","0.630551816958277"
"579","0","Cyanopeptolin 1006D","0.64607118871726"
"580","1","Micropeptin KT554","0.58348623853211"
"581","0","Aeruginosin KB676","0.485"
"582","0","Aeruginosin LH650","0.484604105571848"
"583","0","Aeruginosin DA495A","0.423766816143498"
"584","0","Aeruginosin TR642","0.486486486486487"
"585","0","Aeruginosin 670","0.469521044992743"
"586","0","Aeruginosin DA688","0.773778920308483"
"587","1","11beta-hydroxy-N21-sulfocarbamoylsaxitoxin","0.139430284857571"
"588","1","11-11-dihydroxy-N21-sulfocarbamoylsaxitoxin","0.154185022026432"
"589","0","Microginin 757","0.443874278383579"
"590","1","Microginin 767","0.451418744625967"
"591","1","Microginin FR8","0.446478873239437"
"592","0","Microginin 757B","0.456032719836401"
"593","1","Microginin 764","0.463657957244656"
"594","1","Microginin FR6","0.450024378352023"
"595","1","Microginin FR9","0.443820224719101"
"596","1","Microginin FR5","0.445818901533894"
"597","0","Microginin FR10","0.448125544899738"
"598","0","Nodularin-R-Cys","0.551088777219431"
"599","1","Decarbamoylneosaxitoxin","0.141263940520446"
"600","1","Cyanopeptolin 1001","0.65938864628821"
"601","1","Cyanopeptolin 1025","0.637954701441318"
"602","1","Cyanopeptolin 1011","0.65411681914145"
"603","1","Cyanopeptolin 997 A","0.692251461988304"
"604","1","Cyanopeptolin 997 C","0.678144255164915"
"605","1","Cyanopeptolin 1032","0.65005265005265"
"606","1","Cyanopeptolin 1017","0.664868752247393"
"607","1","Cyanopeptolin 1003","0.673394495412844"
"608","1","Cyanopeptolin 997 B","0.67027417027417"
"609","1","Cyanopeptolin 983","0.683899556868538"
"610","1","Gadusol","0.29064039408867"
"611","0","Cyanopeptolin 1054 MB1","0.638367884172425"
"612","0","Cryptophycin 63","0.355263157894737"
"613","0","[epoxyAdda5]MC-LR","0.705922165820643"
"614","0","[seco-1/2]MC-HilR","0.637732222934017"
"615","0","Aeruginosin 848","0.424148606811146"
"616","0","Aeruginosin 736","0.532759761747187"
"617","0","Aeruginosin 850","0.439749608763693"
"618","0","Aeruginosin 822","0.468333333333333"
"619","0","Aeruginosin 752","0.504447268106734"
"620","0","Aeruginosin 892","0.413590893411521"
"621","0","Aeruginosin 878B","0.420611439842209"
"622","0","Aeruginosin 836","0.460789616008653"
"623","0","Aeruginosin 766","0.49721706864564"
"624","0","Aeruginosin 878A","0.411678295997062"
"625","0","Cyanopeptolin 959","0.604006163328197"
"626","0","Cyanopeptolin 1014","0.700180831826401"
"627","0","Cyanopeptolin 1034","0.614727153188692"
"628","0","Cyanopeptolin 1000A","0.707015630679753"
"629","0","Cyanopeptolin 920","0.638029782359679"
"630","0","Cyanopeptolin 1063","0.667154138637028"
"631","1","Cryptophycin 107","0.349251603706344"
"632","0","[Gly1,D-Asp3,(E/Z)-Dhb7]MC-LHar","0.75764192139738"
"633","0","Cyanopeptolin 986","0.746457296055151"
"634","0","[Dhb7]MC-YR","0.704029082096334"
"635","0","[Dha7]MC-RY","0.697674418604651"
"636","1","Microginin 715","0.426871591472484"
"637","1","Microginin 715","0.426871591472484"
"638","1","Wainunuamide","0.522549869904597"
"639","0","Cl-Cyanopeptolin W","0.59755291005291"
"640","1","Cyanopeptolin 1009","0.566475731082303"
"641","0","Bistratamide K","0.523333333333333"
"642","0","Bistratamide N","0.586301369863014"
"643","1","Microphycin KB921","0.571794871794872"
"644","1","Microviridin M","0.65668945942459"
"645","0","[D-Leu1,Ser7]MC-HtyR","0.668994837534163"
"646","0","[Ser7]MC-YR","0.685612211757064"
"647","0","Bistratamide M","0.586301369863014"
"648","0","[D-Leu1,Mdha-GluCys7]MC-LR","0.557475401967843"
"649","0","[Mdha-NAcCys7]MC-RR","0.688950276243094"
"650","0","[D-Leu1,Mdha-Cys7]MC-LR","0.641509433962264"
"651","0","[Mdha-Cys7]MC-RR","0.686784832847207"
"652","0","[Mdha-Cys7]MC-YR","0.63383637807784"
"653","0","[Mdha-Cys7]MC-LR","0.679828588919498"
"654","1","[D-Leu1,Mdha-GSH7]MC-LR","0.526533684606699"
"655","0","[Mdha-GSH7]MC-RR","0.563672922252011"
"656","0","[Mdha-GSH7]MC-YR","0.522372528616025"
"657","0","[Mdha-GSH7]MC-LR","0.552297390902794"
"658","0","[D-Leu1,Mdha-GluCys(O)7]MC-LR","0.546052631578947"
"659","0","[D-Leu1,Mdha-Cys(O)7]MC-LR","0.63000852514919"
"660","1","[D-Leu1,Mdha-GS(O)H7]MC-LR","0.526981764049125"
"661","1","Microginin 711","0.434065934065934"
"662","0","[D-Asp3,D-MeO-Glu6]MC-RR","0.760950764006791"
"663","0","[(6Z)-Adda5]MC-RR","0.78213058419244"
"664","0","MC-MhtyR","0.695333137657763"
"665","0","[D-Asp3]MC-RHar","0.760950764006791"
"666","0","MC-HarHar","0.70338441890166"
"667","0","[D-Asp<U+00B3>,ADMAdda5]MC-RR","0.774030354131535"
"668","0","[ADMAdda5]MC-RR","0.746317512274959"
"669","0","[ADMAdda5]MC-RHar","0.708556994000632"
"670","0","[D-Ser1]MC-LA","0.687638786084382"
"671","0","[D-Leu1,Adda(OH)5]MC-LR","0.731402238314681"
"672","0","[D-Leu1,Adda(O)5]MC-LR","0.734256511704583"
"673","0","[D-Leu1,dmAdda5]MC-LR (isomer 1)","0.745051194539249"
"674","0","[D-Leu1,D-Asp<U+00B3>]MC-HphR","0.73245350929814"
"675","0","[D-Leu1]MC-MR","0.740852635112454"
"676","0","[D-Leu1]MC-M(O2)R","0.717779868297272"
"677","0","[D-Leu1]MC-HtyR","0.70823732718894"
"678","0","[D-Leu1]MC-FR","0.697834954502667"
"679","0","[D-Leu1]MC-LHar","0.70061429033301"
"680","0","[D-Leu1,D-Asp<U+00B3>,ADMAdda5]MC-LR","0.755088421755088"
"681","0","[D-Leu1,ADMAdda5]MC-LR","0.72041277007417"
"682","0","[D-Leu1,ADMAdda5]MC-LHar","0.675232198142415"
"683","0","[D-Hil1]MC-LR","0.76510067114094"
"684","0","[D-MeO-Glu6]MC-FR","0.68697883258499"
"685","0","[dm(1)Adda5]MC-LR","0.765350877192982"
"686","0","[dm(1)Adda5]MC-(H4)YR (isomer 1)","0.7184779103515"
"687","0","MC-M(O)R","0.75728813559322"
"688","0","MC-WR","0.717232624563631"
"689","0","[Me-Ala1]MC-LR","0.793290043290043"
"690","0","MC-RF","0.713504823151125"
"691","0","MC-RY","0.717418944691672"
"692","0","MC-RY(OMe)","0.697951696728829"
"693","0","MC-LNfk","0.624257580493904"
"694","0","[D-Asp<U+00B3>,ADMAdda5]MC-HphR","0.738865161683954"
"695","0","[seco-1/2]MC-FR","0.608981693363844"
"696","0","[NMe-Ser7]MC-RY","0.672671755725191"
"697","0","[NMe-Ser7]MC-LA","0.6268446943078"
"698","1","Nodulapeptin 865","0.834844868735084"
"699","1","Nodulapeptin 867","0.839980544747082"
"700","1","Nodulapeptin 883c","0.858476658476658"
"701","0","(-)Psymbamide A","0.809182209469154"
"702","0","Anabaenopeptin 906B1","0.681720430107527"
"703","0","Anabaenopeptin B1","0.728861596598961"
"704","0","[D-Asp<U+00B3>,Dhb7]MC-RY","0.703679369250986"
"705","0","[D-Asp3,ADMAdda5,Thr7]MC-LR","0.763903462749213"
"706","0","MC-(H4)YR","0.745189117451891"
"707","0","2,3-Epoxyhomoanatoxin-a","0.134199134199134"
"708","0","trans-Dihydrohomoanatoxin-a","0.131818181818182"
"709","0","Cyanopeptolin 911","0.610721649484536"
"710","0","Cryptophycin 65","0.36149668074834"
"711","0","Aeruginosin KT608A","0.506927465362673"
"712","0","Seco[D-Asp3]microcystin-RR","0.657398529881751"
"713","1","Anabaenopeptin KB906","0.737855579868709"
"714","0","Anabaenopeptin KB899","0.722776572668113"
"715","0","Anabaenopeptin KT864","0.700639853747715"
"716","0","Dysinosin B","0.32809871003926"
"717","0","Aeruginosin DA642B","0.531770045385779"
"718","0","Micropeptin T1","0.682642487046632"
"719","0","Micropeptin T20-PO3","0.590715804394047"
"720","1","Micropeptin T20","0.63508064516129"
"721","0","Aeruginosin DA642A","0.531770045385779"
"722","0","[dm(1)Adda5]MC-(H4)YR (isomer 2)","0.711609233857477"
"723","1","Cryptophycin 66","0.319131832797428"
"724","1","Microginin FR4","0.45285784074255"
"725","1","Microginin FR3","0.445103857566766"
"726","1","Cryptophycin 14","0.332780082987552"
"727","1","Palythinol","0.530973451327434"
"728","0","Aeruginosin 794A","0.453317674691721"
"729","0","Dysinosin C","0.372918175235337"
"730","0","Dysinosin D","0.380913539967374"
"731","0","Dysinosin A","0.396017699115044"
"732","0","Aeruginosin 748A","0.456603773584906"
"733","1","12alpha-Deoxydecarbamoylsaxitoxin","0.12396694214876"
"734","0","Aeruginoside 126B","0.530742049469965"
"735","0","Microginin KR638","0.450196078431373"
"736","1","Microginin KR801","0.435056179775281"
"737","1","Microginin KR787","0.421195652173913"
"738","0","Microginin KR604","0.455278001611604"
"739","1","Microginin KR767","0.446428571428571"
"740","0","Microginin KR835","0.42351598173516"
"741","1","Mycosporine-glycine-valine","0.428115015974441"
"742","1","Mycosporine-glutamic acid-glycine","0.404120443740095"
"743","1","M5","0.155893536121673"
"744","1","Microginin T1","0.41219872110182"
"745","1","Microginin T2","0.420443101711984"
"746","0","Microginin 683","0.433526011560694"
"747","0","Microginin 717","0.443396226415094"
"748","0","Microginin 747B","0.414340101522843"
"749","0","Microginin 568","0.508256880733945"
"750","0","Microginin 598","0.530195381882771"
"751","0","Microginin 747A","0.416666666666667"
"752","1","Microginin 765","0.4021113243762"
"753","1","Microginin 761B","0.434453383814482"
"754","1","Microginin 761A","0.422336931018301"
"755","1","Microginin 791","0.442758620689655"
"756","0","Microginin 576","0.43455497382199"
"757","0","Microginin 725","0.421125781792912"
"758","0","Deoxygadusol","0.368131868131868"
"759","1","Prenostodione","0.178736517719569"
"760","1","beta-amino-N-methylalanine","0.087431693989071"
"761","1","Isodolastatin H","0.338213762811127"
"762","1","Palmyrolide A","0.205020920502092"
"763","0","Aeruginosin IN608","0.666080843585237"
"764","0","Aeruginosin KY642","0.636824324324324"
"765","0","Aeruginosin GE642","0.595061728395062"
"766","0","Aeruginosin GE686","0.692576419213974"
"767","0","Aeruginosin GE766","0.880888888888889"
"768","0","Aeruginosin KY608","0.717391304347826"
"769","0","Aeruginosin DA722","0.690095846645367"
"770","1","Trichophycin B","0.293040293040293"
"771","1","Trichotoxin A","0.281976744186047"
"772","0","Trichophycin E","0.174468085106383"
"773","0","Trichophycin D","0.180616740088106"
"774","1","Trichophycin C","0.241299303944316"
"775","1","Trichothiazole A","0.160220994475138"
"776","1","Trichophycin F","0.233676975945017"
"777","0","Lyngbyabellin M","0.248633879781421"
"778","0","Sulfoquinovosyldiacylglycerol","0.336874051593323"
"779","1","Malyngamide P","0.218521527213647"
"780","1","Malyngamide O","0.2199203187251"
"781","0","Microginin 649","0.444021325209444"
"782","0","Microginin 739B","0.426411738550467"
"783","0","Microginin 606A","0.463900414937759"
"784","0","Microginin 729","0.456058588548602"
"785","0","Microginin 550","0.517045454545455"
"786","0","Microginin 534","0.505293551491819"
"787","1","Microginin 713B","0.43108504398827"
"788","1","Microginin 741B","0.433253012048193"
"789","0","Microginin 580","0.579887218045113"
"790","0","Microginin 620B","0.483579638752053"
"791","0","Microginin 578A","0.499553969669938"
"792","0","Microginin 743","0.449868073878628"
"793","0","Microginin 741A","0.441797752808989"
"794","0","Microginin 771","0.430788330229671"
"795","0","Microginin 590B","0.471794871794872"
"796","0","Microginin 620A","0.452572347266881"
"797","0","Microginin 606B","0.488607594936709"
"798","0","Microginin 755B","0.431279620853081"
"799","0","Microginin 741C","0.417986067131096"
"800","0","Microginin 578C","0.442918454935622"
"801","1","Microginin FR1","0.432211538461538"
"802","0","Cyanostatin B","0.431896551724138"
"803","0","Cyanostatin A","0.481707317073171"
"804","0","Trichormamide A","0.542568039078856"
"805","0","Cyanopeptolin 1007","0.683147632311978"
"806","0","Micropeptin SF995","0.699706314243759"
"807","0","Micropeptin T2","0.635349780331193"
"808","0","Cyanopeptolin 1041","0.659113966858302"
"809","0","Cyanopeptolin 972","0.797838270616493"
"810","0","Microginin SD755","0.438718059766133"
"811","0","Kempopeptin C","0.65"
"812","0","Aeruginosin 596A","0.440156599552573"
"813","0","Aeruginosin 596B","0.460578559273965"
"814","0","Somamide B","0.636065573770492"
"815","0","Chlorophyll a","0.26817826426896"
"816","1","Medusamide A","0.411371237458194"
"817","1","Kulokekahilide 1","0.487294950144741"
"818","1","Pembamide","0.349170918367347"
"819","1","Ferintoic acid B","0.749664128974474"
"820","1","(E)-Dehydroapratoxin A","0.388665447897623"
"821","0","Cryptophycin 9","0.356073943661972"
"822","0","Cryptophycin 77","0.339309726580009"
"823","1","Cryptophycin 8","0.342354533152909"
"824","0","Cryptophycin 292","0.324890829694323"
"825","0","Cryptophycin 309","0.342202210397053"
"826","1","Cryptophycin 296","0.326703132769766"
"827","0","Dysideaproline B","0.222732491389208"
"828","0","Aerucyclamide DSO2","0.448551448551449"
"829","0","Lyngbyabellin K","0.313868613138686"
"830","0","Microviridin N1","0.742391770252893"
"831","0","Bistratamide H","0.531914893617021"
"832","0","Bistratamide G","0.511918274687855"
"833","1","Aeruginopeptin 917SC","0.670411985018727"
"834","0","Patellamide D","0.390688259109312"
"835","0","Cyanopeptolin SS","0.637670740474479"
"836","0","Micropeptin SF909","0.651492537313433"
"837","1","Anabaenopeptin T","0.769770706598035"
"838","0","Grassystatin E","0.488529411764706"
"839","0","Grassystatin F","0.478514202476329"
"840","0","Grassystatin D","0.484655471916618"
"841","0","Aeruginopeptin 917SB","0.641758834637173"
"842","0","Microphycin AL828","0.543934847835405"
"843","0","Cyanopeptolin S","0.645522388059702"
"844","0","Anabaenopeptin MM913","0.715257118572036"
"845","0","Kulokekahilide 2","0.474436090225564"
"846","0","Georgamide","0.470839813374806"
"847","1","Symplostatin 4","0.289080911233307"
"848","1","Apratoxin S9","0.407187847350871"
"849","1","Apratoxin S4","0.407187847350871"
"850","1","Apratoxin S8","0.391053391053391"
"851","1","Apratoxin S7","0.402173913043478"
"852","1","Aurilide A","0.435925125989921"
"853","0","Nodularin-R-GSH","0.561969904240766"
"854","0","Dolastatin E","0.637906647807638"
"855","0","Barbaleucamide A","0.130184331797235"
"856","0","Dysideaproline F","0.198573127229489"
"857","0","Dysideaproline A","0.201856148491879"
"858","0","Aeruginoside 126A","0.466968911917098"
"859","1","Cryptophycin 53","0.329781836631152"
"860","1","Cryptophycin 51","0.334710743801653"
"861","1","Cryptophycin 55","0.332001997004493"
"862","0","Dysideaproline E","0.206642066420664"
"863","0","Dysideaproline D","0.212608158220025"
"864","0","[D-Leu1,dmAdda5]MC-LR (isomer 2)","0.739707383463763"
"865","0","Aeruginosin DA495B","0.495403472931563"
"866","0","[dm(2)Adda5]MC-LR","0.757532281205165"
"867","1","Makalika ester","0.196382428940568"
"868","1","Makalikone ester","0.202272727272727"
"869","0","Dysideaproline C","0.211538461538462"
"870","0","Micropeptin KT636","0.268980477223427"
"871","0","Microguanidine AL772","0.309755149630781"
"872","1","23-Ac-tolytoxin A","0.287060301507538"
"873","0","Aeruginosin KT650","0.457751653196179"
"874","0","Aeruginosin GH553","0.447183098591549"
"875","0","[Gly1,D-Asp3,ADMAdda5]MC-LR","0.794871794871795"
"876","0","[Gly1,D-Asp3,ADMAdda5]MC-LHar","0.732659463227605"
"877","0","[Gly1,D-Asp3,ADMAdda5,Dhb7]MC-RR","0.713813615333774"
"878","0","[Gly1,D-Asp3,ADMAdda5,Dhb7]MC-RHar","0.677295918367347"
"879","0","[Gly1,D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-LHar","0.725442554668518"
"880","0","[Gly1,D-Asp<U+00B3>,ADMAdda5,Dhb7]MC-LR","0.789627465303141"
"881","1","trans-Dihydroanatoxin-a","0.117924528301887"
"882","0","Dolabellin","0.284200385356455"
"883","0","Microcin SF608","0.506927465362673"
"884","0","Aeruginosin KT608B","0.506927465362673"
"885","0","Aeruginosin DA511","0.467120181405896"
"886","0","Pheophytin a","0.26817826426896"
"887","0","Bistratamide C","0.546753246753247"
"888","0","Anabaenopeptin MM850","0.843828715365239"
"889","1","Ferintoic acid A","0.733730522456462"
"890","0","Anabaenopeptin MM823","0.72479298587433"
"891","0","Decarbamoyloxylgonyautoxin-2","0.119777158774373"
"892","0","Jizanpeptin D","0.613107822410148"
"893","0","Jizanpeptin C","0.603562882212178"
"894","0","Jizanpeptin B","0.603562882212178"
"895","1","Jizanpeptin A","0.593559322033898"
"896","0","Jizanpeptin E","0.582554517133956"
"897","0","Hoiamide D","0.248099516240498"
"898","0","Nodularin-R-phenylglyoxal (IIb)","0.550551470588235"
"899","0","Nodularin-R-phenylglyoxal (IIa)","0.55342375124049"
"900","0","Nodularin-R-phenylglyoxal (IIc)","0.521024967148489"
"901","0","Bistratamide J","0.532183908045977"
"902","0","Bistratamide I","0.588796185935638"
"903","0","Cryptophycin 13","0.348595848595849"
"904","1","Somamide A","0.612578616352201"
"905","0","Bistratamide B","0.511576626240353"
"906","0","Bistratamide A","0.504939626783754"
"907","0","Bistratamide E","0.601977750309023"
"908","0","Bistratamide D","0.572609208972845"
"909","0","Bistratamide F","0.550239234449761"
"910","0","Bistratamide L","0.523333333333333"
"911","1","Largamide D oxazolidine","0.585220838052095"
"912","0","Trichotoxin B","0.177664974619289"
"913","1","Tricholactone","0.1796875"
"914","1","(2S,4S)-5,5-dichloroleucine","0.0610328638497653"
"915","0","Microginin AL584","0.590457256461233"
"916","0","[Gly1,D-Asp3]MC-RR","0.768151525780428"
"917","0","[D-Asp3,Ser7]MC-RR","0.732046070460705"
"918","0","[D-Asp<U+00B3>,Dhb7]MC-AhaR","0.78311499272198"
"919","0","[D-Asp3]MC-YR","0.753870458135861"
"920","0","[Gly1,D-Asp3]MC-LR","0.837580829212628"
"921","0","[D-Leu1,D-Asp3]MC-LR","0.790893169877408"
"922","0","[D-Leu1,D-Asp<U+00B3>,DMAdda5]MC-LR","0.753391304347826"
"923","0","[Asp<U+00B3>,DMAdda5,Dhb7]MC-LR","0.808203570072161"
"924","0","[DMAdda5]MC-RR","0.749230242901129"
"925","0","[D-Ser1]MC-LR","0.795867474171714"
"926","0","[D-Aba1]MC-LR","0.79522792022792"
"927","0","[D-Leu1,DMAdda5]MC-LR","0.720969370582295"
"928","0","[D-Glu(OCH2CH(CH3)OH)6]MC-LR","0.728847435043305"
"929","0","MC-HilR","0.793290043290043"
"930","0","MC-AR","0.740333451578574"
"931","0","[NMe-Ser7]MC-(H4)YR","0.694188631311527"
"932","0","[Gly1,D-Asp3]MC-RHar","0.720390309555855"
"933","0","[Gly1,D-Asp3]MC-LHar","0.76195613088817"
"934","0","MC-AHar","0.701676359904208"
"935","0","[NMe-Ser7]MC-LR","0.671486213853396"
"936","0","[Asp<U+00B3>,DMAdda5]MC-RY","0.707047742773628"
"937","0","MC-AW","0.635963427023366"
"938","0","[D-Asp3]MC-HarAba","0.742206654991243"
"939","0","MC-YAba","0.659836065573771"
"940","0","MC-RL","0.717090440939813"
"941","0","MC-LL","0.642413793103448"
"942","0","MC-(H4)Y(H4)Y","0.625320786997434"
"943","0","[DMAdda5]MC-LA","0.610952040085898"
"944","0","[Gly1,D-Asp3,Dhb7]MC-RR","0.755222841225627"
"945","0","[Gly1,D-Asp<U+00B3>,Dhb7]MC-Rhar","0.710033444816053"
"946","0","[Gly1,D-Asp3,Dhb7]MC-LR","0.843919442292796"
"947","0","MC-RApa","0.701680672268908"
"948","0","[L-MeAbu]NOD-R","0.600305110602593"
"949","0","[D-MeAbu]NOD-R","0.600305110602593"
"950","0","Nodularin-V","0.483733539891557"
"951","1","Kulomo<U+0092>opunalide 2","0.342660022997317"
"952","1","Kulomo<U+0092>opunalide 1","0.359219586840092"
"953","0","Aeruginosin IN652","0.666080843585237"
"954","0","Aeruginosin GE730","0.636824324324324"
"955","0","Aeruginosin GE810","0.810094097519247"
"956","1","Cryptophycin 338","0.328004125838061"
"957","0","Oscillatoxin G","0.278822567457073"
"958","0","Kakeromamide A","0.421940928270042"
"959","1","Apratyramide","0.40455396132252"
"960","0","Columbamide D","0.277217741935484"
"961","0","Columbamide E","0.26824644549763"
"962","0","Oscillatoxin H","0.290423861852433"
"963","1","Oscillatoxin I","0.264031234748658"
"964","1","Mooreamide A","0.185483870967742"
"965","0","17-bromo-30-methyloscillatoxin D","0.274476987447699"
"966","1","Microseiramide","0.523402113739305"
"967","1","Microspinosamide","0.453154362416107"
"968","0","[seco-4/5]MC-LR","0.470221213840045"
"969","0","Micropeptin 973","0.718325791855204"
"970","0","MC-AhppaR","0.729341317365269"
"971","0","MC-AhppaAhppa","0.623709820112061"
"972","0","MC-HtyAhppa","0.645043952712943"
"973","1","Microviridin 1777","0.821621621621622"
"974","0","MC-KynA","0.643197278911565"
"975","1","Microviridin J","0.720932790672093"
"976","0","MC-FL","0.643197278911565"
"977","0","Aeruginosin LH606","0.518032786885246"
"978","0","Aeruginosin 602","0.624892703862661"
"979","1","Microviridin SD1634","0.709545070592494"
"980","0","Piricyclamide ILGEGEGWNYNP+prenyl","0.56877444589309"
"981","1","Piricyclamide TLGCMNGTERCLGLP","0.505408653846154"
"982","0","Piricyclamide 7005E3-M(O)","0.532005225342913"
"983","0","Piricyclamide 7005E3","0.533168316831683"
"984","1","Piricyclamide 7005E4","0.56096633060681"
"985","0","Piricyclamide SQWGWRGLSDP","0.538435940099834"
"986","0","Piricyclamide 7005E1","0.49780526735834"
"987","0","Piricyclamide 7005E1-M(O)","0.5048582193139"
"988","0","Piricyclamide 7005E2","0.505154639175258"
"989","1","Microginin FR2","0.45285784074255"
"990","0","[seco-1/2]MC-LR","0.640052787858792"
"991","0","Cyanopeptolin 1068","0.643916913946588"
"992","0","Microginin 769","0.497781721384206"
"993","0","Microginin 756","0.46693657219973"
"994","0","Aeruginosin K139","0.556826304503217"
"995","0","[Dha7]MC-WR","0.70012746972594"
"996","0","[Dha7]MC-YR","0.713328868050904"
"997","0","Microviridin SD1652","0.649514454738252"
"998","0","Micropeptin KT946","0.802903651561813"
"999","0","Micropeptin D","0.675588519832312"
"1000","0","Micropeptin F","0.672080165860401"
"1001","0","Microcyclamide 7806A","0.70976253298153"
"1002","0","Microviridin SD1684","0.652178697183099"
"1003","1","Piricyclamide TLGCM(O)NGTERCLGLP","0.504010695187166"
"1004","0","MC-RR","0.78213058419244"
"1005","0","[D-Met1,D-Asp3]MC-LR","0.795294943820225"
"1006","0","[D-Met(O)1,D-MeO-Glu6]MC-LR","0.712130937098845"
"1007","0","[D-Met(O)1]MC-LR","0.757434012696291"
"1008","0","[D-Phe1]MC-LR","0.729598445595855"
"1009","0","[D-Leu1,D-MeO-Glu6]MC-LR","0.713355048859935"
"1010","0","[Leu1,MeO-Glu6]MC-HilR","0.710526315789474"
"1011","0","[D-Leu1]MC-M(O)R","0.73228598909907"
"1012","0","[D-Leu1]MC-HphR","0.724513847967001"
"1013","0","[D-Leu1]MC-LR","0.758562224482876"
"1014","0","[D-Leu1]MC-HilR","0.761112996267391"
"1015","0","[D-Leu1]MC-LY","0.626230549380756"
"1016","0","[D-MeO-Glu6]MC-YR","0.693113297365916"
"1017","0","MC-(H2)YG","0.64638783269962"
"1018","0","MC-RM","0.737154840964698"
"1019","0","[D-Asp3]MC-WR","0.764803175653325"
"1020","0","[D-Asp<U+00B3>]MC-Y(OMe)R","0.726749469857619"
"1021","0","[D-Asp3]MC-(H2)YR","0.734700520833333"
"1022","0","MC-AnaR","0.772198204190223"
"1023","0","MC-ER","0.796920821114369"
"1024","0","MC-OiaR","0.731230283911672"
"1025","0","MC-YR","0.731301939058172"
"1026","0","MC-Y(OMe)R","0.703332350339133"
"1027","0","MC-(H2)YR","0.71128688773958"
"1028","0","MC-NfkR","0.697986577181208"
"1029","0","MC-KynR","0.72379738770309"
"1030","0","[D-Asp3]MC-RE","0.824522760646109"
"1031","0","[Asp3]MC-LE","0.745967741935484"
"1032","0","MC-RE","0.783842794759825"
"1033","0","MC-EE","0.77536231884058"
"1034","0","MC-LE","0.697470133520731"
"1035","0","[D-Asp3]MC-RY","0.76223544973545"
"1036","0","[D-Asp<U+00B3>]MC-HilY","0.690344827586207"
"1037","0","MC-YY","0.598769230769231"
"1038","0","MC-LY(OMe)","0.633333333333333"
"1039","0","MC-NfkAba","0.647193211488251"
"1040","0","MC-HilAba","0.689816480748471"
"1041","0","MC-(H2)YA","0.622774605307356"
"1042","0","MC-NfkA","0.624428478118877"
"1043","0","MC-HilA","0.665467625899281"
"1044","0","MC-WV","0.621780241278122"
"1045","0","MC-FV","0.624498611539648"
"1046","0","[DMAdda5]MC-WR","0.688825577714467"
"1047","0","[DMAdda5]MC-YR","0.693927372596887"
"1048","0","[DMAdda5]MC-Y(OMe)R","0.677951133352959"
"1049","0","[Mser7]MC-RR","0.724024909865618"
"1050","0","[D-Leu1,D-MeO-Glu6,NMe-Ser7]MC-LR","0.675151129494114"
"1051","0","[D-Leu1,NMe-Ser7]MC-LR","0.721964167219642"
"1052","0","[NMe-Ser7]MC-YR","0.684895063553059"
"1053","0","[D-Asp<U+00B3>,NMe-Ser7]MC-YHar","0.668129938542581"
"1054","0","[D-Asp<U+00B3>,Mser7]MC-RY","0.708188428706924"
"1055","1","Anabaenopeptin 820","0.748789671866595"
"1056","0","Piricyclamide GTHLYTITP","0.493881393159711"
"1057","0","Cyanopeptolin 1007 MB2","0.69574780058651"
"1058","0","[D-Asp<U+00B3>]MC-YY","0.634535588892435"
"1059","0","[D-Asp<U+00B3>]MC-(H4)YR","0.767795438838977"
"1060","0","[Dha7]MC-(H4)YR","0.77541937692571"
"1061","0","Balgacyclamide C","0.539447731755424"
"1062","1","Microviridin A","0.779333921482135"
"1063","0","Micropeptin 1120","0.778271742150597"
"1064","0","Micropeptin 1106","0.812652811735941"
"1065","0","Micropeptin KB970C","0.673521850899743"
"1066","0","Micropeptin KB984","0.674008810572687"
"1067","0","Micropeptin KB1048","0.611695137976347"
